Tournament,Match,gameID,week,bTeam,rTeam,date,link,Time,bKills,rKills,toalKills,bTowers,rTowers,totalTowers,bDragons,rDragons,totalDragons,bBarons,rBarons,totalBarons,bGold,rGold,totalGold,winner
LPL Spring 2022,Rare Atom vs Ultra Prime,568,8,Rare Atom,Ultra Prime,2022-03-11,/game/stats/38421/page-game/,2584,19,17,36,11,8,19,4,2,6,1,1,2,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Bilibili Gaming vs Edward Gaming,571,8,Bilibili Gaming,Edward Gaming,2022-03-12,/game/stats/38432/page-game/,2018,12,4,16,7,7,14,4,1,5,0,0,0,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Bilibili Gaming vs Edward Gaming,572,8,Edward Gaming,Bilibili Gaming,2022-03-12,/game/stats/38433/page-game/,2022,20,16,36,8,4,12,4,1,5,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Bilibili Gaming vs Edward Gaming,573,8,Bilibili Gaming,Edward Gaming,2022-03-12,/game/stats/38434/page-game/,2230,7,17,24,3,10,13,2,4,6,0,2,2,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,LGD Gaming vs LNG Esports,577,8,LGD Gaming,LNG Esports,2022-03-12,/game/stats/38429/page-game/,1828,25,5,30,9,1,10,4,0,4,1,0,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,LGD Gaming vs LNG Esports,578,8,LNG Esports,LGD Gaming,2022-03-12,/game/stats/38430/page-game/,1527,13,4,17,10,1,11,4,0,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,LGD Gaming vs LNG Esports,579,8,LGD Gaming,LNG Esports,2022-03-12,/game/stats/38431/page-game/,1906,4,20,24,4,9,13,1,4,5,0,1,1,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Ultra Prime vs Royal Never Give Up,583,9,Ultra Prime,Royal Never Give Up,2022-03-19,/game/stats/38842/page-game/,1872,12,25,37,3,8,11,0,4,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Ultra Prime vs Royal Never Give Up,584,9,Ultra Prime,Royal Never Give Up,2022-03-19,/game/stats/38843/page-game/,1673,10,23,33,1,11,12,0,4,4,0,1,1,0.0,0.0,0.0,Royal Never Give Up
LPL Spring 2022,Invictus Gaming vs Weibo Gaming,587,9,Invictus Gaming,Weibo Gaming,2022-03-18,/game/stats/38839/page-game/,1923,5,11,16,3,8,11,3,2,5,0,1,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Invictus Gaming vs Weibo Gaming,588,9,Invictus Gaming,Weibo Gaming,2022-03-18,/game/stats/38840/page-game/,1768,6,16,22,3,8,11,3,1,4,0,0,0,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Top Esports vs LGD Gaming,591,9,Top Esports,LGD Gaming,2022-03-18,/game/stats/38836/page-game/,1563,16,3,19,10,1,11,3,1,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Top Esports vs LGD Gaming,592,9,LGD Gaming,Top Esports,2022-03-18,/game/stats/38837/page-game/,1733,8,25,33,2,11,13,0,4,4,0,1,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Team WE vs TT,595,9,Team WE,TT,2022-03-17,/game/stats/38833/page-game/,1476,5,3,8,8,4,12,0,3,3,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Team WE vs TT,596,9,TT,Team WE,2022-03-17,/game/stats/38834/page-game/,1668,23,6,29,10,1,11,3,1,4,1,0,1,0.0,0.0,0.0,Team WE
LPL Spring 2022,Team WE vs TT,597,9,Team WE,TT,2022-03-17,/game/stats/38835/page-game/,1487,3,14,17,1,10,11,1,3,4,0,1,1,0.0,0.0,0.0,TT
LPL Spring 2022,JD Gaming vs Rare Atom,601,9,JD Gaming,Rare Atom,2022-03-17,/game/stats/38830/page-game/,1690,15,6,21,10,2,12,4,1,5,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,JD Gaming vs Rare Atom,602,9,JD Gaming,Rare Atom,2022-03-17,/game/stats/38831/page-game/,1867,21,7,28,10,1,11,2,3,5,0,0,0,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Top Esports vs Anyone s Legend,605,9,Top Esports,Anyone s Legend,2022-03-16,/game/stats/38827/page-game/,1764,19,5,24,9,3,12,3,0,3,0,1,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Top Esports vs Anyone s Legend,606,9,Anyone s Legend,Top Esports,2022-03-16,/game/stats/38828/page-game/,1390,2,21,23,1,9,10,0,3,3,0,1,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Edward Gaming vs LNG Esports,609,9,Edward Gaming,LNG Esports,2022-03-15,/game/stats/38824/page-game/,2237,12,15,27,6,7,13,3,2,5,0,2,2,0.0,0.0,0.0,LNG Esports
LPL Spring 2022,Edward Gaming vs LNG Esports,610,9,LNG Esports,Edward Gaming,2022-03-15,/game/stats/38825/page-game/,1718,10,5,15,7,2,9,4,1,5,0,0,0,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Funplus Phoenix vs Invictus Gaming,613,9,Funplus Phoenix,Invictus Gaming,2022-03-15,/game/stats/38821/page-game/,1825,17,14,31,10,6,16,3,2,5,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Funplus Phoenix vs Invictus Gaming,614,9,Invictus Gaming,Funplus Phoenix,2022-03-15,/game/stats/38822/page-game/,1438,1,16,17,3,8,11,1,3,4,0,1,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Bilibili Gaming vs Ultra Prime,617,9,Bilibili Gaming,Ultra Prime,2022-03-14,/game/stats/38818/page-game/,2239,17,19,36,4,6,10,4,0,4,0,1,1,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Bilibili Gaming vs Ultra Prime,618,9,Bilibili Gaming,Ultra Prime,2022-03-14,/game/stats/38819/page-game/,2019,16,15,31,8,5,13,1,3,4,0,0,0,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,Bilibili Gaming vs Ultra Prime,619,9,Bilibili Gaming,Ultra Prime,2022-03-14,/game/stats/38820/page-game/,2261,17,17,34,7,8,15,2,3,5,1,1,2,0.0,0.0,0.0,Ultra Prime
LPL Spring 2022,TT vs Victory Five,623,9,TT,Victory Five,2022-03-14,/game/stats/38815/page-game/,1614,5,18,23,3,9,12,2,2,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,TT vs Victory Five,624,9,Victory Five,TT,2022-03-14,/game/stats/38816/page-game/,1821,20,10,30,11,3,14,2,2,4,1,0,1,0.0,0.0,0.0,TT
LPL Spring 2022,Royal Never Give Up vs Team WE,627,8,Royal Never Give Up,Team WE,2022-03-13,/game/stats/38441/page-game/,1684,4,16,20,5,10,15,1,2,3,0,2,2,0.0,0.0,0.0,Team WE
LPL Spring 2022,Royal Never Give Up vs Team WE,628,8,Royal Never Give Up,Team WE,2022-03-13,/game/stats/38442/page-game/,1972,4,19,23,3,8,11,3,2,5,0,2,2,0.0,0.0,0.0,Team WE
LPL Spring 2022,Invictus Gaming vs Top Esports,631,8,Invictus Gaming,Top Esports,2022-03-13,/game/stats/38438/page-game/,1714,24,7,31,9,2,11,4,0,4,2,0,2,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Invictus Gaming vs Top Esports,632,8,Top Esports,Invictus Gaming,2022-03-13,/game/stats/38439/page-game/,1643,21,6,27,9,3,12,2,2,4,1,0,1,0.0,0.0,0.0,Invictus Gaming
LPL Spring 2022,Invictus Gaming vs Top Esports,633,8,Invictus Gaming,Top Esports,2022-03-13,/game/stats/38440/page-game/,1497,12,2,14,8,2,10,3,1,4,1,0,1,0.0,0.0,0.0,Top Esports
LPL Spring 2022,Weibo Gaming vs Rare Atom,637,8,Weibo Gaming,Rare Atom,2022-03-13,/game/stats/38435/page-game/,2185,12,18,30,4,9,13,3,3,6,1,1,2,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Weibo Gaming vs Rare Atom,638,8,Weibo Gaming,Rare Atom,2022-03-13,/game/stats/38436/page-game/,1702,2,13,15,1,10,11,0,4,4,0,1,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Weibo Gaming vs JD Gaming,641,9,Weibo Gaming,JD Gaming,2022-03-20,/game/stats/38857/page-game/,1759,9,10,19,3,9,12,1,4,5,0,1,1,0.0,0.0,0.0,JD Gaming
LPL Spring 2022,Weibo Gaming vs JD Gaming,642,9,JD Gaming,Weibo Gaming,2022-03-20,/game/stats/38858/page-game/,1904,15,3,18,10,1,11,4,1,5,1,0,1,0.0,0.0,0.0,Weibo Gaming
LPL Spring 2022,Team WE vs Anyone s Legend,645,9,Team WE,Anyone s Legend,2022-03-20,/game/stats/38854/page-game/,2109,13,10,23,9,4,13,2,3,5,2,0,2,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Team WE vs Anyone s Legend,646,9,Team WE,Anyone s Legend,2022-03-20,/game/stats/38855/page-game/,2002,22,7,29,9,2,11,3,1,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Bilibili Gaming vs LGD Gaming,649,9,Bilibili Gaming,LGD Gaming,2022-03-20,/game/stats/38851/page-game/,1850,11,5,16,9,3,12,3,1,4,1,0,1,0.0,0.0,0.0,LGD Gaming
LPL Spring 2022,Bilibili Gaming vs LGD Gaming,650,9,LGD Gaming,Bilibili Gaming,2022-03-20,/game/stats/38852/page-game/,1951,9,21,30,1,11,12,1,4,5,1,0,1,0.0,0.0,0.0,Bilibili Gaming
LPL Spring 2022,Victory Five vs Funplus Phoenix,653,9,Victory Five,Funplus Phoenix,2022-03-19,/game/stats/38848/page-game/,2089,12,14,26,8,8,16,3,3,6,0,2,2,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,Victory Five vs Funplus Phoenix,654,9,Funplus Phoenix,Victory Five,2022-03-19,/game/stats/38849/page-game/,1459,9,24,33,3,10,13,1,3,4,0,1,1,0.0,0.0,0.0,Victory Five
LPL Spring 2022,Edward Gaming vs Rare Atom,657,9,Edward Gaming,Rare Atom,2022-03-19,/game/stats/38845/page-game/,1751,16,3,19,11,1,12,3,1,4,1,0,1,0.0,0.0,0.0,Rare Atom
LPL Spring 2022,Edward Gaming vs Rare Atom,658,9,Rare Atom,Edward Gaming,2022-03-19,/game/stats/38846/page-game/,2187,5,12,17,2,10,12,2,4,6,0,1,1,0.0,0.0,0.0,Edward Gaming
LPL Spring 2022,Royal Never Give Up vs OMG,661,9,Royal Never Give Up,OMG,2022-03-25,/game/stats/38863/page-game/,1447,26,7,33,8,0,8,2,1,3,1,0,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Royal Never Give Up vs OMG,662,9,Royal Never Give Up,OMG,2022-03-25,/game/stats/38864/page-game/,1773,5,17,22,2,10,12,0,4,4,1,0,1,0.0,0.0,0.0,OMG
LPL Spring 2022,Royal Never Give Up vs OMG,663,9,Royal Never Give Up,OMG,2022-03-25,/game/stats/38865/page-game/,1680,19,5,24,8,1,9,3,2,5,0,0,0,0.0,0.0,0.0,OMG
LPL Spring 2022,LNG Esports vs OMG,667,9,LNG Esports,OMG,2022-03-24,/game/stats/38860/page-game/,1504,18,3,21,9,1,10,2,2,4,0,0,0,0.0,0.0,0.0,OMG
LPL Spring 2022,LNG Esports vs OMG,668,9,LNG Esports,OMG,2022-03-24,/game/stats/38861/page-game/,2075,16,20,36,7,7,14,1,4,5,2,0,2,0.0,0.0,0.0,OMG
LPL Spring 2022,LNG Esports vs OMG,669,9,LNG Esports,OMG,2022-03-24,/game/stats/38862/page-game/,2233,27,10,37,9,5,14,4,1,5,1,2,3,0.0,0.0,0.0,OMG
LPL Spring 2022,Victory Five vs Anyone s Legend,673,8,Victory Five,Anyone s Legend,2022-03-23,/game/stats/38426/page-game/,1639,20,7,27,10,2,12,3,1,4,1,0,1,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,Victory Five vs Anyone s Legend,674,8,Victory Five,Anyone s Legend,2022-03-23,/game/stats/38427/page-game/,2587,34,27,61,9,8,17,4,2,6,2,1,3,0.0,0.0,0.0,Anyone s Legend
LPL Spring 2022,OMG vs Funplus Phoenix,677,8,OMG,Funplus Phoenix,2022-03-23,/game/stats/38414/page-game/,1687,13,26,39,1,8,9,1,3,4,0,1,1,0.0,0.0,0.0,Funplus Phoenix
LPL Spring 2022,OMG vs Funplus Phoenix,678,8,Funplus Phoenix,OMG,2022-03-23,/game/stats/38415/page-game/,2094,10,24,34,3,8,11,0,4,4,1,1,2,0.0,0.0,0.0,OMG
LPL Spring 2022,OMG vs Funplus Phoenix,679,8,Funplus Phoenix,OMG,2022-03-23,/game/stats/38416/page-game/,1897,20,6,26,10,3,13,4,0,4,1,1,2,0.0,0.0,0.0,OMG
